,listing_url,last_scraped,name,neighborhood_overview,host_id,host_name,host_location,host_response_time,host_acceptance_rate,host_thumbnail_url,host_neighbourhood,host_total_listings_count,host_has_profile_pic,neighbourhood,neighbourhood_group_cleansed,longitude,room_type,bathrooms,bedrooms,amenities,minimum_nights,minimum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,calendar_updated,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
48,https://www.airbnb.com/rooms/3234995,2024-12-28,"Lovely, large 3 room apartment",,10470174,Maria,"Cambridge, MA",within a few hours,75%,https://a0.muscache.com/im/pictures/user/User-10470174/original/4e721100-8826-4b26-ab65-982a3e10e357.jpeg?aki_policy=profile_small,Cambridge,6,t,,,-71.12489,Entire home/apt,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,2,90,2.0,,17,36,2024-12-28,36,2017-06-25,4.96,4.91,4.96,4.85,f,1,0
49,https://www.airbnb.com/rooms/3247833,2024-12-28,Lovely East Cambridge Apartment,"The apartment is located in a wonderful neighborhood between Kendall and Inman Square.   There are quality bars, restaurants and an ample amount of parks within walking distance.",2212429,Jimmy,"Cambridge, MA",within an hour,100%,https://a0.muscache.com/im/users/2212429/profile_pic/1423275652/original.jpg?aki_policy=profile_small,Cambridge,3,t,Neighborhood highlights,,-71.09317,Entire home/apt,1.0,3.0,"[""Essentials"", ""Children\u2019s dinnerware"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Carbon monoxide alarm"", ""High chair"", ""Babysitter recommendations"", ""Heating"", ""Bathtub"", ""Dryer"", ""Smoke alarm"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Dishes and silverware"", ""Outlet covers"", ""Shampoo"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,2,1125,2.0,,11,45,2024-12-28,61,2015-03-11,4.86,4.86,4.98,4.81,t,2,0
50,https://www.airbnb.com/rooms/3334098,2024-12-28,"WELL-APPOINTED, BRIGHT AND SPACIOUS","Love the proximity to everything by T, bike, walking.  Blue Bike station right across from the house.",5331227,We Are Kai And Nina,"Cambridge, MA",,75%,https://a0.muscache.com/im/pictures/user/User-5331227/original/2c93b7b5-7d46-45f5-9135-72a7d7a12f75.jpeg?aki_policy=profile_small,Cambridge,4,t,Neighborhood highlights,,-71.08573,Entire home/apt,1.0,2.0,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Heating"", ""Stove"", ""Dryer"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""TV"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",4,4,1125,4.0,,28,88,2024-12-28,1,2014-08-14,4.93,5.0,4.98,4.82,f,1,0
51,https://www.airbnb.com/rooms/3352446,2024-12-28,"West Cambridge 2BR: Pet OK, A/C, backyard, lovely!","West Cambridge is all the convenience of Cambridge with... an actual backyard! <br /><br />Our street is very quiet, mostly families, and minutes from Fresh Pond, a lovely 2.5 mile loop around a reservoir which is off-leash dog friendly.<br /><br />Minutes from Belmont, Watertown, Cambridge, and Somerville hot spots. <br /><br />Free, ample street parking.",3842820,Chris,"Cambridge, MA",within an hour,100%,https://a0.muscache.com/im/pictures/user/6a3332f9-4981-4237-ad48-b15ab1cec7a8.jpg?aki_policy=profile_small,Strawberry Hill,2,t,Neighborhood highlights,,-71.14798,Entire home/apt,1.0,2.0,"[""Essentials"", ""Central air conditioning"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Lockbox"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Outdoor dining area"", ""Babysitter recommendations"", ""Single level home"", ""Free washer \u2013 In building"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Bathtub"", ""Pets allowed"", ""Dining table"", ""Baby bath - available upon request"", ""Wine glasses"", ""50 inch HDTV"", ""Smoke alarm"", ""Baking sheet"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""Hot water"", ""Fast wifi \u2013 162 Mbps"", ""Refrigerator"", ""Oven"", ""Shared backyard \u2013 Fully fenced"", ""Standalone high chair - available upon request"", ""Free dryer \u2013 In building"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Gas stove"", ""Pack \u2019n play/Travel crib - available upon request"", ""Baby monitor - available upon request"", ""Cooking basics"", ""Microwave"", ""Outdoor furniture"", ""Fire extinguisher"", ""Outdoor playground"", ""Iron"", ""Kitchen""]",2,2,1125,2.0,,13,33,2024-12-28,8,2020-06-28,4.83,4.5,4.92,4.5,f,2,0
52,https://www.airbnb.com/rooms/3474824,2024-12-28,"Quiet Studio near MIT, BU & Harvard","Cambridgeport is a quiet, residential neighborhood with a lot of history. There are 5 parks within a 10 minute walk. Central Square is our closest square - a 10 minute walk north. The Charles River and BU Bridge are a 10 minute walk south. ",5074009,Jeff&Liz,"Cambridge, MA",within an hour,88%,https://a0.muscache.com/im/users/5074009/profile_pic/1362055783/original.jpg?aki_policy=profile_small,Cambridge,2,t,Neighborhood highlights,,-71.10877,Entire home/apt,1.0,0.0,"[""Essentials"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Conditioner"", ""Window AC unit"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""BBQ grill"", ""Heating"", ""Stove"", ""Bathtub"", ""Body soap"", ""Dryer"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 370 Mbps"", ""Hot water"", ""55 inch HDTV"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Dishwasher"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",3,3,365,3.0,,9,36,2024-12-28,12,2014-07-07,4.85,4.87,4.98,4.78,f,2,0
53,https://www.airbnb.com/rooms/3506058,2024-12-28,Harvard/MIT,,9270106,Nanette,"Cambridge, MA",within an hour,99%,https://a0.muscache.com/im/pictures/user/User-9270106/original/8843184b-57e0-4231-809a-7aa8bbbf0261.jpeg?aki_policy=profile_small,Cambridge,7,t,,,-71.09932,Private room,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Freezer"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Body soap"", ""Pets allowed"", ""Dryer"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Toaster"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Rice maker"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Hot water kettle"", ""Cooking basics"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",1,1,1125,1.0,,15,72,2024-12-28,94,2014-07-12,4.79,4.8,4.94,4.74,f,0,0
54,https://www.airbnb.com/rooms/3510127,2024-12-28,Harvard/MIT/Single/Private 1/2 Bath,"This is a great location to call home during your stay in Cambridge. The neighborhood is relaxed and friendly with an international flair.We are within walking distance of Central, Harvard, Inman and Kendall Squares, with their many fine restaurants and theaters, music and sports venues.",9270106,Nanette,"Cambridge, MA",within an hour,99%,https://a0.muscache.com/im/pictures/user/User-9270106/original/8843184b-57e0-4231-809a-7aa8bbbf0261.jpeg?aki_policy=profile_small,Cambridge,7,t,Neighborhood highlights,,-71.09937,Private room,1.5,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Body soap"", ""Pets allowed"", ""Dryer"", ""Smoke alarm"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",1,1,1125,1.0,,15,63,2024-12-28,87,2014-07-14,4.85,4.86,4.96,4.78,f,0,0
55,https://www.airbnb.com/rooms/3538589,2024-12-28,Two bedroom third floor apartment,"There are restaurants, a supermarket and public transportation nearby.",10337757,Bruce & Fariba,"Cambridge, MA",within a few hours,83%,https://a0.muscache.com/im/users/10337757/profile_pic/1424040042/original.jpg?aki_policy=profile_small,Cambridge,1,t,Neighborhood highlights,,-71.11479,Entire home/apt,,2.0,"[""Essentials"", ""Wifi"", ""Ethernet connection"", ""Free street parking"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Heating"", ""Stove"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Air conditioning"", ""Outdoor furniture"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",5,30,365,30.0,,0,1,2024-12-28,0,2014-07-29,4.75,4.72,4.86,4.73,f,1,0
56,https://www.airbnb.com/rooms/3678159,2024-12-28,Private bedroom/office suite in charming apartment,"Cozy neighborhood close to everything including Central Square, Harvard Sq, and the Charles River. Great walking along the Charles only a 5 minute walk away.",4026958,Robert,"Cambridge, MA",within an hour,97%,https://a0.muscache.com/im/users/4026958/profile_pic/1390761966/original.jpg?aki_policy=profile_small,,5,t,Neighborhood highlights,,-71.11235,Private room,1.0,1.0,"[""Essentials"", ""Arcade games"", ""Game console"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Freezer"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Bathtub"", ""Sound system"", ""Dining table"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Toaster"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Record player"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""42 inch HDTV"", ""Hair dryer"", ""Kitchen""]",1,1,1125,1.0,,30,63,2024-12-28,41,2016-07-15,4.82,4.74,4.94,4.71,f,0,0
57,https://www.airbnb.com/rooms/3684345,2024-12-28,Lux 2 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful",9419684,Churchill,"New York, NY",within a few hours,100%,https://a0.muscache.com/im/users/9419684/profile_pic/1427816343/original.jpg?aki_policy=profile_small,Cambridge,1204,t,Neighborhood highlights,,-71.083374,Entire home/apt,,2.0,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Ethernet connection"", ""Building staff"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Freezer"", ""Bath & Body Works body soap"", ""Electric stove"", ""Window guards"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Coffee"", ""Pets allowed"", ""Stainless steel oven"", ""Washer \u2013\u00a0In unit"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Paid parking garage off premises"", ""Dryer \u2013\u00a0In unit"", ""Baking sheet"", ""Bath & Body Works conditioner"", ""Toaster"", ""Bath & Body Works shampoo"", ""Hot water"", ""Refrigerator"", ""Crib - available upon request"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Blender"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Long term stays allowed"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Kitchen""]",31,31,1125,31.0,,29,89,2024-12-28,0,2014-08-07,4.73,4.91,4.6,4.45,t,11,0
58,https://www.airbnb.com/rooms/3740822,2024-12-28,Lux 2BR Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful",9419684,Churchill,"New York, NY",within a few hours,100%,https://a0.muscache.com/im/users/9419684/profile_pic/1427816343/original.jpg?aki_policy=profile_small,Cambridge,1204,t,Neighborhood highlights,,-71.083374,Entire home/apt,,2.0,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Ethernet connection"", ""Stainless steel electric stove"", ""Self check-in"", ""Building staff"", ""Elevator"", ""Bed linens"", ""Freezer"", ""Bath & Body Works body soap"", ""Window guards"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Coffee"", ""Pets allowed"", ""Stainless steel oven"", ""Dryer"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Paid parking garage off premises"", ""Baking sheet"", ""Bath & Body Works conditioner"", ""Toaster"", ""Bath & Body Works shampoo"", ""Hot water"", ""Refrigerator"", ""Crib - available upon request"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Blender"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Long term stays allowed"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Air conditioning"", ""Washer"", ""TV"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Kitchen""]",31,31,1125,31.0,,29,89,2024-12-28,0,2014-08-05,4.75,4.93,4.64,4.5,t,11,0
59,https://www.airbnb.com/rooms/3774900,2024-12-28,City Oasis |Yard |Walk To Harvard MIT Train,Whole foods super market is a 3 minute walk away and Trader Joes' is a 10 minute walk.  Great restaurants and pubs in central square.,6823717,Juan Carlos,"Cambridge, MA",within an hour,97%,https://a0.muscache.com/im/pictures/user/User-6823717/original/90adbfd3-e129-46c6-abad-0456eddc3773.jpeg?aki_policy=profile_small,Cambridge,5,t,Neighborhood highlights,,-71.11312866210938,Entire home/apt,1.0,1.0,"[""Essentials"", ""Central air conditioning"", ""Sun loungers"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Electric stove"", ""42 inch HDTV with Amazon Prime Video, Netflix"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor dining area"", ""Babysitter recommendations"", ""Single level home"", ""Heating"", ""Coffee"", ""Bathtub"", ""Body soap"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Paid parking garage off premises"", ""Keypad"", ""Baking sheet"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Dishes and silverware"", ""Fast wifi \u2013 205 Mbps"", ""Shampoo"", ""Barbecue utensils"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Private entrance"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cooking basics"", ""Microwave"", ""Books and reading material"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,2,1125,4.1,,11,53,2024-12-28,46,2014-09-23,4.83,4.86,4.88,4.69,f,1,0
60,https://www.airbnb.com/rooms/3861471,2024-12-28,Luxury 3BR near Harvard/MIT w/ King Bed+Parking!,"Centrally located between Harvard and MIT. 7 minute walk to Central Square subway station. 15 minute walk to MIT. 25 minute walk to Harvard. Surrounded by multiple grocery stores, local restaurants, co-working spaces, cafes, bars, and modern conveniences.",11274561,Philip,,within an hour,96%,https://a0.muscache.com/im/pictures/user/0aa1974d-9577-4101-b4d6-a56fbaf34e6c.jpg?aki_policy=profile_small,Cambridge,6,t,Neighborhood highlights,,-71.09803,Entire home/apt,1.0,3.0,"[""Essentials"", ""Bosch stainless steel oven"", ""Central air conditioning"", ""Wifi"", ""Self check-in"", ""Free driveway parking on premises \u2013 1 space"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Coffee"", ""High chair - available upon request"", ""Bathtub"", ""Body soap"", ""Shower gel"", ""Wine glasses"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""Bosch stainless steel gas stove"", ""Hot water"", ""55 inch HDTV"", ""Refrigerator"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Kirkland shampoo"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cooking basics"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",7,3,28,6.4,,17,77,2024-12-28,42,2014-08-19,4.89,4.9,4.95,4.73,f,3,0
61,https://www.airbnb.com/rooms/3894437,2024-12-28,Lovely Studio in Cambridge -- Great Location,"Quiet residential neighborhood<br />Close to Porter Square, shopping and restaurants<br />Many nearby parks",6839881,Lisan,"Cambridge, MA",,33%,https://a0.muscache.com/im/users/6839881/profile_pic/1434502255/original.jpg?aki_policy=profile_small,Cambridge,15,t,Neighborhood highlights,,-71.12554,Entire home/apt,,2.0,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Ethernet connection"", ""Free street parking"", ""Bed linens"", ""Host greets you"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",237,237,1125,237.0,,0,0,2024-12-28,0,2017-08-31,5.0,4.67,5.0,5.0,f,1,0
62,https://www.airbnb.com/rooms/4031375,2024-12-28,A room in spacious 3 bdroom apt,"* Safe neighborhood down the street from  Davis and Porter Squares. Easy access to subway for Harvard (15-20 minutes) or downtown Boston (25-30 minutes). <br /><br /><br />* Short walk to ""Best of Boston"" restaurants serving Thai, Cambodian, Indian, American, Nepali, Japanese, etc.",19140459,Gustavo,"Cambridge, MA",,,https://a0.muscache.com/im/users/19140459/profile_pic/1409776151/original.jpg?aki_policy=profile_small,Cambridge,2,t,Neighborhood highlights,,-71.134,Private room,,,"[""Essentials"", ""TV with standard cable"", ""Heating"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Kitchen""]",91,91,1125,91.0,,30,90,2024-12-28,0,2014-10-20,4.67,4.83,4.83,4.33,f,0,0
63,https://www.airbnb.com/rooms/4068377,2024-12-28,“Bed & Bar” w/Peloton & Street Parking,"It's a wonderful neighborhood of mostly families on a quiet tree-lined street.  There are tennis and basketball courts a short walk away as well as a great market (Pemberton Market) which is a 5 minute walk away for fresh produce, unique wine and craft beer.<br /><br />Davis is a 6 minute walk and Porter square is a 10 minute walk. Both are on the red line.",405341,Bryan & Marisa,"Boston, MA",,,https://a0.muscache.com/im/pictures/user/0439257d-8e9e-44ac-b21c-8db6d2c155d5.jpg?aki_policy=profile_small,Cambridge,7,t,Neighborhood highlights,,-71.12601,Private room,,,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Lockbox"", ""Cleaning products"", ""Unknown stainless steel stove"", ""Laundromat nearby"", ""Samsung refrigerator"", ""Coffee maker: espresso machine"", ""Single level home"", ""Heating"", ""Coffee"", ""Bathtub"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Dove body soap"", ""Baking sheet"", ""First aid kit"", ""Bidet"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Toaster"", ""TV with standard cable"", ""Portable fans"", ""Hot water"", ""Record player"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hangers"", ""Dishes and silverware"", ""Blender"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Dove conditioner"", ""Hot water kettle"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Paid washer \u2013 In building"", ""Books and reading material"", ""Outdoor furniture"", ""Fire extinguisher"", ""Board games"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,2,1125,2.0,,0,0,2024-12-28,0,2014-10-10,4.94,4.86,4.96,4.88,f,0,0
64,https://www.airbnb.com/rooms/4112094,2024-12-28,Cambridge Studio Apartment,"Safe, beautiful, and historic neighborhood.",404360,Victor,"Cambridge, MA",within a few hours,95%,https://a0.muscache.com/im/users/404360/profile_pic/1439559288/original.jpg?aki_policy=profile_small,Cambridge,4,t,Neighborhood highlights,,-71.14272,Entire home/apt,1.0,1.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Heating"", ""Stove"", ""Pets allowed"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,2,1125,2.0,,13,64,2024-12-28,45,2014-09-29,4.65,4.64,4.86,4.66,f,1,0
65,https://www.airbnb.com/rooms/4209359,2024-12-28,#1B-Cambridge MIT Harvard+Redline Amazing Location,"Amazing Restaurants, Pubs, Shops, Bookstores, Whole Foods Market, all walking distance away.  We are foodies and love wine and can suggest fabulous spots for you to venture off to for great drinks, eat, and fun!",81038,Louisa,"Cambridge, MA",within an hour,98%,https://a0.muscache.com/im/pictures/user/b4519df7-0bb6-40a1-b9cc-d9c0b35669c8.jpg?aki_policy=profile_small,Cambridge,13,t,Neighborhood highlights,,-71.10584,Entire home/apt,1.0,0.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Bikes"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor dining area"", ""Mini fridge"", ""HDTV with Roku, standard cable"", ""Coffee"", ""Bathtub"", ""Body soap"", ""Sound system"", ""Shower gel"", ""Portable air conditioning"", ""Paid dryer \u2013 In building"", ""Pets allowed"", ""Wine glasses"", ""Smoke alarm"", ""Keypad"", ""Coffee maker: Keurig coffee machine"", ""Luggage dropoff allowed"", ""Toaster"", ""Radiant heating"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Gas stove"", ""Cooking basics"", ""Microwave"", ""Paid washer \u2013 In building"", ""Outdoor furniture"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",28,28,1125,28.0,,30,90,2024-12-28,4,2015-04-10,4.94,4.95,4.96,4.8,t,9,0
