,listing_url,source,name,neighborhood_overview
346,https://www.airbnb.com/rooms/34785693,city scrape,2 BR  APT w/ parking near MIT/Harvard/BU/Fenway,"Our neighborhood is a beautiful place to explore and is walking distance to Harvard, MIT, Central and Kendall Square, BU, Fenway Park, Boston, RED & GREEN lines and the Charles River. Cambridgeport is the part of Cambridge that dips into Boston so you have the best of both worlds. Our place is walking distance to Boston, including Longwood Medical area, Kenmore Square and Fenway. Try to catch a Red Sox game while you're in town! Come for Harvard, MIT or BU graduation. Perfect place to stay if you're in Boston for the Marathon or Head of the Charles Regatta."
347,https://www.airbnb.com/rooms/34944649,city scrape,Luxury 1BR APT w/ parking by MIT/Harvard/BU/Fenway,"Our neighborhood is a beautiful place to explore and is walking distance to Harvard, MIT, Central and Kendall Square, BU, Fenway Park, Boston, RED & GREEN lines and the Charles River. Cambridgeport is the part of Cambridge that dips into Boston so you have the best of both worlds.  Our place is walking distance to Boston, including Longwood Medical area, Kenmore Square and Fenway. Try to catch a Red Sox game while you're in town! Come for Harvard, MIT or BU graduation. Perfect place to stay if you're in Boston for the Marathon or Head of the Charles Regatta."
348,https://www.airbnb.com/rooms/35060349,city scrape,"Parking, Pets, and a Yard, Oh My!",Cambridgeport is a wonderful neighborhood right in the heart of the city and a short bridge ride or walk across the Charles River from Boston.  Early mornings there are lots of runners and in the evening many people are out walking their dogs. All that said this is a city and you should not walk around with headphones on not paying attention to your surroundings especially at night. Please always be alert!
349,https://www.airbnb.com/rooms/35187780,previous scrape,Franklin Blue House,There is a lot to do in Cambridge/Boston/Massachusetts in the summer!  You don't even need a car to see the sites in either city.
350,https://www.airbnb.com/rooms/35333477,previous scrape,Room For Two Short Walk To Harvard (RM 8),
351,https://www.airbnb.com/rooms/35635231,previous scrape,"Nice Apartment,  Porter Square Harvard","Porter Square is a great neighborhood for all different types of dining. Great options to enjoy a glass of wine or cocktail alone or with a friend. For even greater variety visit Davis Square or Harvard Square within walking distance.<br />Safe neighborhood with convenient transportation, dining and shopping."
352,https://www.airbnb.com/rooms/35902425,previous scrape,Furnished Private Room+Private Bathroom,
353,https://www.airbnb.com/rooms/36622151,previous scrape,"Renovated 4/5 Bed, Cen air, near Harvard, Alewife","Multi-family home, renovated unit, steps to the Red Line, shopping, cafes , outdoor swimming pool, restaurants, movie theater, parks, Davis Square, Porter Square, Fresh Pond Mall. Easy access to Harvard Square, MIT and Boston tourist attractions."
354,https://www.airbnb.com/rooms/36769756,previous scrape,4BR 2BA Bright Spacious Home in Cambridge,Davis Square offers many eateries and retail stores. Conveniently near CVS and Target.
355,https://www.airbnb.com/rooms/36795444,previous scrape,"Modern Cambridge 2BR: Harvard,MIT,Kendall,Boston","Our neighborhood is located on a quiet street, while providing the convenience of being close to MIT, Harvard, Kendall Square, Central Square, and downtown Boston. There are many shops, bars and restaurants within walking distance, about 1-13 minute walk depending on where you want to go.<br /><br />You will be able to walk to grocery stores and pharmacy near the subway station in 5-15 minutes, so you may enjoy the comfort of a quiet neighborhood and the convenience of shops nearby. Depending on what you're hoping to do while in town, we are happy to make suggestions and help you have the best time possible when you visit."
356,https://www.airbnb.com/rooms/37010665,previous scrape,Harvard Studio-Parking-Laundry-Kitchen-Queen Bed,"The neighborhood is great!  Our home is on a quiet side street but steps from all you could need.  Around the corner is a starbucks, local coffee shops, high end restaurants, casual restaurants, bars, live music, ice cream, pizza, pharmacy, parks, etc.  All literally within a 3-5 minute walk.  Walking 10-15 minutes is harvard square in one direction and porter square in the other.  We are across the street from Harvard Law School and Lesley University and a 10 minute walk to Harvard Yard.  The red line Train runs right through Harvard and Porter which will bring you to downtown Boston in less than 30 minutes."
357,https://www.airbnb.com/rooms/37142306,city scrape,"Blueground | Harvard Sq, w/d nr red line","This furnished apartment is located at Harvard Square, a triangular plaza near the center of Cambridge, Massachusetts. 'The Square' (as it is sometimes referred to locally) is both a commercial and residential center. Bookstores, theatres and music venues line the streets and enhance the energetic atmosphere. The neighborhood's central location, close proximity to university campuses and many public transportation options make it a bustling hub for people of all ages. During the day, take a stroll and discover the area's tranquil scenery. At night, there are countless bar and entertainment options. On the T, Downtown is a 15 minute ride while Logan International Airport is 30 minutes away."
358,https://www.airbnb.com/rooms/37460222,previous scrape,"Clean, Bright Space near Harvard/MIT","If you're visiting Harvard, Cambridge or MIT, this is an ideal location for you. Located near myriad cafes, restaurants, night-life, museums, laboratories and libraries."
359,https://www.airbnb.com/rooms/37684393,city scrape,Alluring Private Room near Harvard,
360,https://www.airbnb.com/rooms/37696869,city scrape,"Blueground | Harvard Sq, balcony, nr campus","This furnished apartment is located at Harvard Square, a triangular plaza near the center of Cambridge, Massachusetts. 'The Square' (as it is sometimes referred to locally) is both a commercial and residential center. Bookstores, theatres and music venues line the streets and enhance the energetic atmosphere. The neighborhood's central location, close proximity to university campuses and many public transportation options make it a bustling hub for people of all ages. During the day, take a stroll and discover the area's tranquil scenery. At night, there are countless bar and entertainment options. On the T, Downtown is a 15 minute ride while Logan International Airport is 30 minutes away."
361,https://www.airbnb.com/rooms/37931659,city scrape,"Quiet, private apt near Harvard/MIT","Total privacy and quiet.  Keyless entry.  Three blocks from the gorgeous Charles River.  Midway between Harvard Square and Central Square.  Map location: the intersection of Kinnaird and Jay.  Easy walk to Harvard Business School, undergraduate, and law campuses.  MIT is close by.  There are tons of great restaurants and bars, and a nearby gym that offers day passes.  Lots of nice parks for kids very nearby.  Street parking is easy, and the permit will be waiting for you on your arrival."
362,https://www.airbnb.com/rooms/37967448,previous scrape,900 sqf bright 2br condo with decks & free laundry,"This neighborhood is nestled between Harvard and MIT in Cambridge. It's also right by the Charles river which is a popular recreational area for runners, rowers, soccer players, and swimmers. In addition to the river front, we're surrounded by lots of parks with play areas for young children. The neighborhood is quiet and full of trees, but if you're driving out the I-90 (Mass Pike) and Soldiers Field Road are very easy to get onto."
363,https://www.airbnb.com/rooms/38118207,city scrape,Walk to Harvard&MIT 18/6,
364,https://www.airbnb.com/rooms/38822539,city scrape,"Harvard Law - 2 Bed 1 Bath, Private Top Floor","Outstanding dining options from award winning restaurants  to local pubs and everything in between:  Indian, Japanese and middle Eastern, to name a few.  All are a short walk from our home.<br />For coffee:  Starbucks and 2 great  local cafes nearby..."
365,https://www.airbnb.com/rooms/38823935,previous scrape,Harvard Law - Light-filled spacious King,"We are situated  within  easy walking distance to some of the best local cafes, restaurants and boutiques in Cambridge/Boston.   Outstanding dining options from award winning restaurants  to local pubs and everything in between:  Indian, Japanese and middle Eastern, to name a few.  All are a short walk from our home.<br />For coffee: Starbucks and 2 great  local cafes are nearby..."
366,https://www.airbnb.com/rooms/38849280,city scrape,New 2 Bedroom In The Heart of Inman Square,"Inman Square is a lively little square in the middle of Cambridge, about a mile north of Central Square. It features many shops, restaurants, bars and coffee shops. It is also a central location to explore all other surrounding areas of Cambridge, Somerville and Boston."
367,https://www.airbnb.com/rooms/38915459,city scrape,"Blueground | Kendall Sq, nr mass general hospital","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street."
368,https://www.airbnb.com/rooms/38960050,city scrape,Harvard Law - Cozy Room for One,"We are situated between Harvard and Porter square which offers some of the best restaurants, cafes ,boutiques and bookstores.  Outstanding dining options from award winning restaurants  to local pubs and everything in between:  Indian, Japanese and middle Eastern, to name a few.  All are a short walk from our home.<br />For coffee:  Starbucks and 2 great  local cafes nearby..."
369,https://www.airbnb.com/rooms/38960329,previous scrape,Harvard Law- Simple Sunlit Queen,"Location, location, location!  We are situated right between Harvard and Porter Square, with some of the best restaurants and cafes boutiques and historic sights,  a short walk away.<br />This neighborhood also offer all the practical amenities that one might need like dry-cleaning and a pharmacy."
370,https://www.airbnb.com/rooms/39608947,city scrape,Upstairs in Central Square,
371,https://www.airbnb.com/rooms/39728795,city scrape,New House in Safe and Convenient North Cambridge,"The house is in a quiet, tree-lined street in a friendly neighborhood.  Parks, sports fields, bike rental station and grocery stores are within minutes' walk.  A large variety of restaurants and bars, boutique shops, supermarkets, cinemas, theaters and sports clubs are located within 10-20 minutes' walk.  Bus stop around the corner.  T (subway) stations within 10-15 minutes walk, offering easy access to Harvard, MIT and Boston."
372,https://www.airbnb.com/rooms/39747612,city scrape,"Blueground | Central Sq, nr central sq & mbta","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
373,https://www.airbnb.com/rooms/39860203,previous scrape,"Harvard  & MIT    two rooms , private bathroom",
374,https://www.airbnb.com/rooms/39864033,city scrape,Harvard  and MIT school  very close separate Bath,
375,https://www.airbnb.com/rooms/39896724,city scrape,The NERDpartment in the heart of Cambridge,"We have a series of lovely Portugese, Brazilian and Italian restaurants near by Cambridge street. Elmendorf Bakery and cafe, is right around the corner, and 9Zaab Thai place is less than a minute walk!<br /><br />Along with the popular Lone Star Taco Bar, easy going pizza place of Aram's #2, and cozy bar/restaurant of Portuglia.<br /><br />Other than food, we are in a highly walkable family neighbourhood with plenty of parks and between two large local libraries. Very close to a nearby Starmarket, and a strip mall. There's also a laundromat less than 30 seconds walk from our door to make up for our lack of laundry options in unit."
376,https://www.airbnb.com/rooms/39908320,previous scrape,"Blueground | Harvard Sq, laundry, nr university","This furnished apartment is located in Porter Square, Cambridge near the intersection of Somerville and Massachusetts Avenue. The area is always buzzing with activity and offers a wide range of goods and services such as coffee shops, supermarkets and gyms. There are more unique options as well though like a Japantown mall and a live music venue. Widely known for having a diverse restaurant scene, people flock from all over to have a meal here. Full of students and young professionals, Porter Square is easily reached via the MBTA Red Line and the Commuter Rail. Originally named for Porter’s Hotel which used to be the center of the square, Porter Square has evolved into an area offering something for everyone."
377,https://www.airbnb.com/rooms/39908417,city scrape,"Blueground | Harvard Sq, w/d, nr university","This furnished apartment is located at Harvard Square, a triangular plaza near the center of Cambridge, Massachusetts. 'The Square' (as it is sometimes referred to locally) is both a commercial and residential center. Bookstores, theatres and music venues line the streets and enhance the energetic atmosphere. The neighborhood's central location, close proximity to university campuses and many public transportation options make it a bustling hub for people of all ages. During the day, take a stroll and discover the area's tranquil scenery. At night, there are countless bar and entertainment options. On the T, Downtown is a 15 minute ride while Logan International Airport is 30 minutes away."
378,https://www.airbnb.com/rooms/39918089,previous scrape,Bright Spacious 3BR 2BA Home in Cambridge,Davis Square offers many eateries and retail stores. Conveniently near CVS and Target.
379,https://www.airbnb.com/rooms/40552282,previous scrape,"Renovated 4/5 Bed, Cen air, near Harvard, Alewife","Multi-family home, renovated unit, steps to the Red Line, shopping, cafes , outdoor swimming pool, restaurants, movie theater, parks, Davis Square, Porter Square, Fresh Pond Mall. Easy access to Harvard Square, MIT and Boston tourist attractions."
380,https://www.airbnb.com/rooms/40886365,city scrape,Beautiful West Cambridge Apartment,The neighborhood is great for an evening walk.
381,https://www.airbnb.com/rooms/41056764,previous scrape,Kool furnished bedroom NR central Sq Redline,"Central Square has historic Cambridge feel, yet very modern."
382,https://www.airbnb.com/rooms/41223077,city scrape,"Blueground | Kendall Sq, office nook, gym, nr MIT","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street."
383,https://www.airbnb.com/rooms/41260843,city scrape,Close Harvard and MIT school private bathroom,
384,https://www.airbnb.com/rooms/41273964,previous scrape,Fully Furnished Private Room in Harvard Square,"We are located a few steps from Harvard University. We're in a primarily residential and educational location, surrounded by Harvard Law School, Leslie, and MIT."
385,https://www.airbnb.com/rooms/41288141,previous scrape,"Studio, Fully Furnished in Harvard Square",
386,https://www.airbnb.com/rooms/41379642,previous scrape,Sweet Sunny Spacious Cambridgeport 1 BR,"Close to everything... MIT, Harvard, Central Square, Kendall Square, Trader Joe's, Whole Foods, summer Farmers Market, local DCR Pool, the River, Boston via BU bridge. Easy street parking."
387,https://www.airbnb.com/rooms/41720730,city scrape,"Giant, Quiet & Bright Room in Cambridge!",
388,https://www.airbnb.com/rooms/41740740,city scrape,Harvard  . MIT   close private bathroom  2 people,
389,https://www.airbnb.com/rooms/41998167,city scrape,2 Bed w/ Parking Near Kendall Square & MIT,"Quiet, walkable neighborhood. You'll be near MIT, Kendall Square, and the biotech center.<br /><br />There are many shops and eateries in all directions, including at the mall a few blocks away. And within walking distance to the Charles River and its walking and biking paths.<br /><br />There are several parks in the neighborhood too."
390,https://www.airbnb.com/rooms/42089092,city scrape,"Blueground | Central Sq, gym, doorman, nr t stop","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
391,https://www.airbnb.com/rooms/42116124,city scrape,Cambridge Harvard - MIT Great Room 1,
392,https://www.airbnb.com/rooms/42231352,city scrape,Luxury 3 Bed. w/parking. Walk to Harvard and MIT,Residential neighborhood
393,https://www.airbnb.com/rooms/42357558,city scrape,2 Bed 1 Bath Near MIT,"Quiet, walkable neighborhood. You'll be near MIT, Kendall Square, and the biotech center.<br /><br />There are many shops and eateries in all directions, including at the mall a few blocks away. And within walking distance to the Charles River and its walking and biking paths.<br /><br />There are several parks in the neighborhood too."
394,https://www.airbnb.com/rooms/42946067,city scrape,"Blueground | Central Sq, gym, doorman, nr t","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
395,https://www.airbnb.com/rooms/44110709,previous scrape,3 Bed 2 Bath Tourist House near Kendall Square,
396,https://www.airbnb.com/rooms/44208136,city scrape,51 Belmont Street,"Restaurants, coffee shops, and markets are all within walking distance of 5 minutes."
397,https://www.airbnb.com/rooms/44378435,previous scrape,4 Bed 2 Bath w/ Free Parking Near MIT/Kendall Sq,"Quiet, walkable neighborhood. You'll be near MIT, Kendall Square, and the biotech center.<br /><br />There are many shops and eateries in all directions, including at the mall a few blocks away. And within walking distance to the Charles River and its walking and biking paths.<br /><br />There are several parks in the neighborhood too."
398,https://www.airbnb.com/rooms/44473794,city scrape,Cambridge Harvard - MIT Great Room 1,
399,https://www.airbnb.com/rooms/44952411,city scrape,"#2B-Cambridge, MIT, Harvard Off Season Rate Drop!","Incredible neighborhood smack in the middle of Harvard and MIT.  Fantastic restaurants, bookstores, coffeeshops, public transportation, etc. all steps away."
400,https://www.airbnb.com/rooms/45034782,city scrape,#3B-Off Season Price Drop! Harvard & MIT Location!,"Amazing Neighborhood! Bigelow Street is an amazing residential street in Mid-Cambridge! We are kitty corner from Central Square's City Hall Green and steps from great coffee shops, book stores, restaurants, WholeFoods, public transportation (bus, redline T), and places like Instacart deliver within the hour..."
401,https://www.airbnb.com/rooms/45054510,city scrape,"Walk to Harvard, MIT, Central, Subway, Book Now","Quiet neighborhood on a one-way, tree-lined street opposite a little park."
402,https://www.airbnb.com/rooms/45085165,city scrape,Venn | Harvard Square | Charming Room,
403,https://www.airbnb.com/rooms/45164940,city scrape,Penthouse Condo with Roof Deck,
404,https://www.airbnb.com/rooms/45518727,city scrape,Apartment with Sunshine close to MIT/Kendall Sq,
405,https://www.airbnb.com/rooms/45609348,city scrape,Penthouse Condo with RoofDeck,
406,https://www.airbnb.com/rooms/45609891,previous scrape,Spacious apartment only minutes to Harvard Square,"My apartment is in a gem of a location between Harvard Square and Central Square, the best areas of Cambridge, and is within a couple minutes of several amazing restaurants (all doing takeout!), yet is on a quiet, tree-lined street."
407,https://www.airbnb.com/rooms/45731984,city scrape,Modern 1 Bedroom Convenient to MIT & Harvard,"Combine the excitement of Boston with the convenience of being near MIT by staying in this sleek one-bedroom apartment in the heart of Kendall Square. The apartment features expansive windows, stainless steel appliances and an in-unit washer/dryer. All beds provided are fitted with plush linens and pillows. All Furnished Quarters apartments include: • Fully- equipped kitchen • Smart HDTV with cable service • Utilities and domestic phone • Complimentary WiFi • 24/7 guest service"
408,https://www.airbnb.com/rooms/45732037,city scrape,Contemporary One Bedroom in Kendall Square,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Over 100 of the world's total Nobel Prize winners have at some point been affiliated with universities located in Cambridge."
409,https://www.airbnb.com/rooms/45732102,city scrape,Luxury 1 Bedroom Apartment in Kendall Square,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
410,https://www.airbnb.com/rooms/45732176,city scrape,Sleek One Bedroom Apartment in Kendall Square,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Over 100 of the world's total Nobel Prize winners have at some point been affiliated with universities located in Cambridge."
411,https://www.airbnb.com/rooms/45732216,city scrape,Modern One Bedroom Apartment in Kendall Square,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
412,https://www.airbnb.com/rooms/45732245,city scrape,Two Bedroom Apartment in Heart of Kendall Square,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
413,https://www.airbnb.com/rooms/45732348,city scrape,Modern Two Bedroom with Views in Cambridge,
414,https://www.airbnb.com/rooms/45765398,previous scrape,"Spacious apt, 1400 sq ft - 2BR/1BA in Inman Square",
415,https://www.airbnb.com/rooms/45989120,city scrape,Spacious 2+ BR w/ backyard & walking to Harvard Sq,
416,https://www.airbnb.com/rooms/46108993,city scrape,Best value & most Attractive Apt at Harvard square,At Heart of Harvard Square
417,https://www.airbnb.com/rooms/46128218,previous scrape,Amazing affordable 2 bed Apt close Harvard and MIT,
418,https://www.airbnb.com/rooms/46244582,city scrape,Most attractive apt in harvard square,
419,https://www.airbnb.com/rooms/46331232,city scrape,TOP Cambridge 3bed APT 1parking&private entrance,
420,https://www.airbnb.com/rooms/46344417,city scrape,Charming 3 bed apt with porch at Harvard Square,
421,https://www.airbnb.com/rooms/46345955,city scrape,Best value 3 bedroom apt in Cambridge close To T,
422,https://www.airbnb.com/rooms/46434097,previous scrape,Spacious Cambridge 2 bed apt free parking & Train,
423,https://www.airbnb.com/rooms/46471580,city scrape,Sweet Cambridge Home 2 bed APT close Harvard & MIT,"Close to everything in Cambridge , walk to subway Redline alewife train station , with a free parking ."
424,https://www.airbnb.com/rooms/46567085,city scrape,Family friendly Two bed ranch in West Cambridge,"quiet neighborhood known as Strawberry Hill, sits on Belmont and Watertown line"
425,https://www.airbnb.com/rooms/46601955,city scrape,1 Bedroom Close to MIT/Harvard with Views,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
426,https://www.airbnb.com/rooms/46602047,city scrape,Luxury 1 Bedroom Walking Distance to MIT/Harvard,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
427,https://www.airbnb.com/rooms/46602118,city scrape,1 Bedroom with Views - walk to MIT/Harvard!,"Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River."
428,https://www.airbnb.com/rooms/46659113,city scrape,Venn | Harvard sq | Room with Private Bath,
429,https://www.airbnb.com/rooms/46659757,city scrape,Venn | Harvard Square | Spacious Room,"This house is just minutes' walk from the world's best university - Harvard. The neighborhood perhaps has the country's greatest concentration of PhD's. Our place an ideal choice for people visiting Harvard or the Technology Square.<br /><br />While the place is nestled in a safe, quiet residential neighborhood, it is surprisingly close to the vibrancy of Harvard Square and eateries in Kirkland Street (with a great selection of wonderful restaurants)."
430,https://www.airbnb.com/rooms/46660426,city scrape,"Blueground | Central Sq, doorman, nr t stop","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
431,https://www.airbnb.com/rooms/46660436,city scrape,"Blueground | Central Sq, doorman, nr charles river","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
432,https://www.airbnb.com/rooms/46660463,city scrape,"Blueground | Central Sq, gym, doorman, w/d, roof","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
433,https://www.airbnb.com/rooms/46660483,city scrape,"Blueground | Central Sq, gym, doorman, roof","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
434,https://www.airbnb.com/rooms/46660533,city scrape,"Blueground | Central Sq, gym, w/d, doorman, nr t","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District."
435,https://www.airbnb.com/rooms/46712324,city scrape,For Best 3 bed 1 bath 1 porch 1 parking harvard sq,
436,https://www.airbnb.com/rooms/46777895,previous scrape,Comfortable 1 bed 1 bath 1 parking in Cambridge,
437,https://www.airbnb.com/rooms/46778268,city scrape,CambridgeBest2 bed 2 bath 1 kitchen apt 1 parking,
438,https://www.airbnb.com/rooms/46780054,city scrape,Private apartment with newly renovated kitchen,"Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple Google search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere."
439,https://www.airbnb.com/rooms/46816839,city scrape,"Walk to Harvard, MIT, Central, Subway, Book Now!!😍","Quiet neighborhood on a one-way, tree-lined street opposite a little park."
440,https://www.airbnb.com/rooms/46819186,city scrape,"Sunny & Quiet 2 Bedroom near MIT, Harvard & BU","Cambridgeport is a quiet residential neighborhood with little traffic and nice gardens, tucked between MIT, Harvard and BU. Though our block is purely residential, shopping and transportation hubs are just steps away."
